filed_id:ID,name,description ,class,rfc,:LABEL
1001860,Version,The version of the HSRP messages . This document describes version 0 . ,220,2281,field
1001861,Op Code,The Op Code describes the type of message contained in this packet . Possible values are : ,231,2281,field
1001862,State,Internally   each router in the standby group implements a state machine . The State field describes the current state of the router sending the message . Details on the individual states are described below . Possible values are : ,240,2281,field
1001863,Hellotime,This field is only meaningful in Hello messages . It contains the approximate period between the Hello messages that the router sends . The time is given in seconds . ,121,2281,field
1001864,Holdtime,This field is only meaningful in Hello messages . It contains the amount of time that the current Hello message should be considered valid . The time is given in seconds . ,120,2281,field
1001865,Priority,This field is used to elect the active and standby routers . When comparing priorities of two different routers   the router with the numerically higher priority wins . In the case of routers with equal priority the router with the higher IP address wins . ,231,2281,field
1001866,Group,This field identifies the standby group . For Token Ring   values between 0 and 2 inclusive are valid . For other media values between 0 and 255 inclusive are valid . ,231,2281,field
1001867,Authentication Data,This field contains a clear-text 8 character reused password . ,301,2281,field
1001868,Virtual IP Address,The virtual IP address used by this group . ,230,2281,field
1001869,Priority,Priority ,302,2281,field
1001870,Authentication Data,Authentication Data ,400,2281,field
1001871,Hellotime,Hellotime ,202,2281,field
1001872,Holdtime,The following information MUST be known to at least one router in each standby group and MAY be known by any of the other routers in the group . ,400,2281,field
1001873,Virtual IP Address,Virtual IP Address ,230,2281,field
1001874,Type,3,240,2284,field
1001875,Length,4,240,2284,field
1001876,Authentication-Protocol,C227 ( Hex ) for PPP Extensible Authentication Protocol ( EAP ) ,231,2284,field
1001877,Code,The Code field is one octet and identifies the type of EAP packet . EAP Codes are assigned as follows : ,231,2284,field
1001878,Identifier,The Identifier field is one octet and aids in matching responses with requests . ,301,2284,field
1001879,Length,The Length field is two octets and indicates the length of the EAP packet including the Code   Identifier   Length and Data fields . Octets outside the range of the Length field should be treated as Data Link Layer padding and should be ignored on reception . ,100,2284,field
1001880,Code,1 for Request; ,240,2284,field
1001881,Identifier,The Identifier field is one octet . The Identifier field MUST be the same if a Request packet is retransmitted due to a timeout while waiting for a Response . Any new ( non-retransmission ) Requests MUST modify the Identifier field . If a peer recieves a duplicate Request for which it has already sent a Response   it MUST resend it's Response . If a peer receives a duplicate Request before it has sent a Response to the initial Request ( i.e . it's waiting for user input )  it MUST silently discard the duplicate Request . ,301,2284,field
1001882,Length,The Length field is two octets and indicates the length of the EAP packet including the Code   Identifier   Length   Type   and Type-Data fields . Octets outside the range of the Length field should be treated as Data Link Layer padding and should be ignored on reception . ,100,2284,field
1001883,Type,The Type field is one octet . This field indicates the Type of Request or Response . Only one Type MUST be specified per EAP Request or Response . Normally   the Type field of the Response will be the same as the Type of the Request . However   there is also a Nak Response Type for indicating that a Request type is unacceptable to the peer . When sending a Nak in response to a Request   the peer MAY indicate an alternative desired authentication Type which it supports . An initial specification of Types follows in a later section of this document . ,240,2284,field
1001884,Code,3 for Success; ,240,2284,field
1001885,Identifier,The Identifier field is one octet and aids in matching replies to Responses . The Identifier field MUST match the Indentifier field of the Response packet that it is sent in response to . ,301,2284,field
1001886,Length,4,240,2284,field
1001887,Type,1,240,2284,field
1001888,Type,2,240,2284,field
1001889,Type,3,240,2284,field
1001890,Type,4,240,2284,field
1001891,Type,5,240,2284,field
1001892,Type,6,240,2284,field
1001893,Type,Type ,240,2290,field
1001894,Length,6 ( The length of this entire extension in bytes ) ,100,2290,field
1001895,C,Copyright ( C ) The Internet Society ( 1998 ). All Rights Reserved . ,303,2297,field
1001896,Flags,M : Multicast The Multicast flag is used as a hint for point-to - multipoint connections in the Add Branch message . It is not used in any other connection management messages and in these messages it should be set to zero . If set   it indicates that the virtual channel connection or the virtual path connection is very likely to be a point-to - multipoint connection . If zero   it indicates that this connection is very likely to be a point-to-point connection or is unknown . ,210,2297,field
1001897,M,M : Multicast The Multicast flag is used as a hint for point-to - multipoint connections in the Add Branch message . It is not used in any other connection management messages and in these messages it should be set to zero . If set   it indicates that the virtual channel connection or the virtual path connection is very likely to be a point-to - multipoint connection . If zero   it indicates that this connection is very likely to be a point-to-point connection or is unknown . ,210,2297,field
1001898,Q,Q : QoS Profile The QoS Profile flag   if set   indicates that the Class of Service field contains a QoS Profile Identifier . If this flag is zero   it indicates that the Class of Service field contains a Priority or a Scheduler Identifier . ,210,2297,field
1001899,B,B : Bidirectional The Bidirectional flag applies only to the Add Branch message . In all other Connection Management messages it is not used . It may only be used when establishing a point - to-point connection . The Bidirectional flag in an Add Branch message   if set   requests that two unidirectional virtual channels or virtual paths be established   one in the forward direction   and one in the reverse direction . It is equivalent to two Add Branch messages   one specifying the forward direction   and one specifying the reverse direction . The forward direction uses the values of Input Port   Input VPI   Input VCI   Output Port   Output VPI   and Output VCI as specified in the Add Branch message . The reverse direction is derived by exchanging the values specified in the Input Port   Input VPI   and Input VCI fields   with those of the Output Port   Output VPI   and Output VCI fields respectively . Thus   a virtual connection in the reverse direction arrives at the input port specified by the Output Port field   on the VPI/VCI specified by the Output VPI and Output VCI fields . It departs from the output port specified by the Input Port ,231,2297,field
1001900,C,C : Congestion Indication The Congestion Indication flag   if set   requests that cells on this connection be marked if congestion is experienced . If this connection passes through a queue that the switch considers to be congested   the Congestion Experienced bit will be set in the Payload Type field of the cell header of all cells on the connection . GSMP does not specify the algorithm or any threshold by which the switch decides when a queue is congested . ,210,2297,field
1001901,x,Output VPI Identifies an outgoing virtual path departing from the switch output port indicated in the Output Port field . ,230,2297,field
1001902,U,U : Port Up Bit 0   ( most significant bit ) D : Port Down Bit 1   I : Invalid VPI/VCI Bit 2   N : New Port Bit 3   Z : Dead Port Bit 4   x : Unused Bits 5--7 . ,240,2297,field
1001903,Flags,Q : Query If the Query flag is set in a request message   the switch must respond with the current range of valid VPIs   or the current range of valid VCIs on a specified VPI   according to the VPI/VCI flag . The current label range is not changed by a request message with the Query flag set . If the Query flag is zero   the message is requesting a label change operation . ,210,2297,field
1001904,Q,Q : Query If the Query flag is set in a request message   the switch must respond with the current range of valid VPIs   or the current range of valid VCIs on a specified VPI   according to the VPI/VCI flag . The current label range is not changed by a request message with the Query flag set . If the Query flag is zero   the message is requesting a label change operation . ,210,2297,field
1001905,V,V : VPI/VCI If the VPI/VCI flag is set   the message refers to a range of VPIs only . The Min VCI and Max VCI fields are unused . If the VPI/VCI flag is zero the message refers to a range of VCIs on either one VPI or on a range of VPIs . ,210,2297,field
1001906,x,Min VPI Max VPI Specify a range of VPI values   Min VPI to Max VPI inclusive . A single VPI may be specified with a Min VPI and a Max VPI having the same value . In a request message   if the value of the Max VPI field is less than or equal to the value of the Min VPI field   the requested range is a single VPI with a value equal to the Min VPI field . Zero is a valid value . In a request message   if the Query flag is set   and the VPI/VCI flag is zero   the Max VPI field specifies a single VPI and the Min VPI field is not used . The maximum valid value of these fields for both request and response messages is 0xFFF . ,231,2297,field
1001907,Flags,V : Valid Record In the success response message the Valid Record flag is used to indicate an invalid Activity Record . The flag must be zero if any of the fields in this Activity Record are invalid   if the input port specified by the Input Port field does not exist   or if the specified connection does not exist . If the Valid Record flag is zero in a success response message   the Counter flag   the Activity flag   and the VC Traffic Count field are undefined . If the Valid Record flag is set   the Activity Record is valid   and the Counter and Activity flags are valid . The Valid Record flag is not used in the request message . ,210,2297,field
1001908,V,V : Valid Record In the success response message the Valid Record flag is used to indicate an invalid Activity Record . The flag must be zero if any of the fields in this Activity Record are invalid   if the input port specified by the Input Port field does not exist   or if the specified connection does not exist . If the Valid Record flag is zero in a success response message   the Counter flag   the Activity flag   and the VC Traffic Count field are undefined . If the Valid Record flag is set   the Activity Record is valid   and the Counter and Activity flags are valid . The Valid Record flag is not used in the request message . ,210,2297,field
1001909,C,C : Counter In a success response message   if the Valid Record flag is set   the Counter flag   if zero   indicates that the value in the VC Traffic Count field is valid . If set   it indicates that the value in the Activity flag is valid . The Counter flag is not used in the request message . ,210,2297,field
1001910,A,A : Activity In a success response message   if the Valid Record and Counter flags are set   the Activity flag   if set   indicates that there has been some activity on this connection since the last Connection Activity message for this connection . If zero   it indicates that there has been no activity on this connection since the last Connection Activity message for this connection . The Activity flag is not used in the request message . ,210,2297,field
1001911,x,Traffic Count Field is not used in the request message . In the success response message   if the switch supports per connection traffic counting   the Traffic Count field must be set to the value of a free running   connection specific   64-bit traffic counter counting traffic flowing across the specified connection . The value of the traffic counter is not modified by reading it . If per connection traffic counting is supported   the switch must report the Connection Activity result using the traffic count rather than using the Activity flag . ,231,2297,field
1001912,Flags,A : All Connections If the All Connections flag is set   the message requests the connection state for all virtual path connections and virtual channel connections that arrive at the input port specified by the Input Port field . In this case the Input VPI and Input VCI fields and the VPI/VCI flag are unused . ,210,2297,field
1001913,A,A : All Connections If the All Connections flag is set   the message requests the connection state for all virtual path connections and virtual channel connections that arrive at the input port specified by the Input Port field . In this case the Input VPI and Input VCI fields and the VPI/VCI flag are unused . ,210,2297,field
1001914,V,V : VPI/VCI If the All Connections flag is zero and the VPI/VCI flag is set   the message requests the connection state for the virtual path connection that arrives at the input port specified by the Input Port and Input VPI fields . If the specified Input VPI identifies a virtual path connection ( i.e . a single switched virtual path ) the state for that connection is requested . If the specified Input VPI identifies a virtual path containing virtual channel connections   the message requests the connection state for all virtual channel connections that belong to the specified virtual path . The Input VCI field is not used . ,210,2297,field
1001915,x,Input VPI Input VCI Fields identify the specific virtual path connection   the specific virtual path   or the specific virtual channel connection for which connection state is being requested . For a virtual path connection ( switched as a single virtual path connection ) or a virtual path ( switched as one or more virtual channel connections within the virtual path ) the Input VCI field is not used . For requests that do not require a virtual path connection or virtual channel connection to be specified   the Input VPI and Input VCI fields are not used . ,400,2297,field
1001916,Flags,A : All Connections V : VPI/VCI For the first Connection Record in each success response message the All Connections and the VPI/VCI flags must be the same as those of the request message . For successive Connection Records in the same success response message these flags are not used . ,240,2297,field
1001917,A,A : All Connections V : VPI/VCI For the first Connection Record in each success response message the All Connections and the VPI/VCI flags must be the same as those of the request message . For successive Connection Records in the same success response message these flags are not used . ,240,2297,field
1001918,P,P : VPC The VPC flag   if set   indicates that the Connection Record refers to a virtual path connection . If zero   it indicates ,210,2297,field
1001919,M,M : More If the More flag is set   it indicates that another Connection Record   in response to the same request message   will follow either in the same success response message or in a successive success response message . If the More flag is zero it indicates that this is the last Connection record in this success response message and that no further success response messages will be sent in response to the current request message . It indicates that the response to the request message is now complete . ,210,2297,field
1001920,Flags,L : Last Branch The Last Branch flag   if set   indicates that this is the last Output Branch Record of this Connection Record . If zero   it indicates that one or more further Output Branch Records are to follow . If this is the last Output Branch Record in the message and the Last Branch flag is zero   further output branches belonging to the same connection will be given in another Connection Record . This Connection Record will be the first Connection Record in the next success response message . This Connection Record must have the same Input VPI and Input VCI values as the current Connection Record . ,210,2297,field
1001921,L,L : Last Branch The Last Branch flag   if set   indicates that this is the last Output Branch Record of this Connection Record . If zero   it indicates that one or more further Output Branch Records are to follow . If this is the last Output Branch Record in the message and the Last Branch flag is zero   further output branches belonging to the same connection will be given in another Connection Record . This Connection Record will be the first Connection Record in the next success response message . This Connection Record must have the same Input VPI and Input VCI values as the current Connection Record . ,210,2297,field
1001922,x,Output VPI Output VCI The output VPI and VCI of the output branch specified in this Output Branch Record . If this Output Branch Record is part of a Connection Record that specifies a virtual path connection ( the VPC flag is set ) the Output VCI field is unused . ,400,2297,field
1001923,Flags,V : VP Switching The VP Switching flag   if set   indicates that this input port is capable of supporting virtual path switching . Else   if zero   it indicates that this input port is only capable of virtual channel switching . ,210,2297,field
1001924,V,V : VP Switching The VP Switching flag   if set   indicates that this input port is capable of supporting virtual path switching . Else   if zero   it indicates that this input port is only capable of virtual channel switching . ,210,2297,field
1001925,M,M : Multicast Labels The Multicast Labels flag   if set   indicates that this output port is capable of labelling each output branch of a point-to-multipoint tree with a different label . If zero   it indicates that this output port is not able to label ,210,2297,field
1001926,L,L : Logical Multicast The Logical Multicast flag   if set   indicates that this output port is capable of supporting more than a single branch from any point-to-multipoint connection . This capability is often referred to as logical multicast . If zero   it indicates that this output port can only support a single output branch from each point-to-multipoint connection . ,210,2297,field
1001927,R,R : Label Range The Label Range flag   if set   indicates that this switch port is capable of reallocating its VPI label range or its VCI label range and therefore accepts the Label Range message . Else   if zero   it indicates that this port does not accept Label Range messages . ,210,2297,field
1001928,Q,Q : QoS The QoS flag   if set   indicates that this switch port is capable of handling the Quality of Service messages defined in section 9 of this specification . Else   if zero   it indicates that this port does not accept the Quality of Service messages . ,210,2297,field
1001929,x,Min VPI The default minimum value of dynamically assigned incoming VPI that the connection table on the input port supports and that may be controlled by GSMP . This value is not changed as a result of the Label Range message . ,231,2297,field
1001930,Scheduler Flags,W : Weighted Connections Bit 0 of the Scheduler Flags field   if set   indicates that a weighted service algorithm ( such as weighted round-robin ) is available for allocation of service to individual connections within at least some waiting rooms . It means that a Connection Weight parameter can be attached to a QoS Connection Management message . Not all waiting rooms at all priority levels may be able to support this function . Whether a particular waiting room can support this function will be discovered when a QoS Connection Management message is issued . ,301,2297,field
1001931,W,W : Weighted Connections Bit 0 of the Scheduler Flags field   if set   indicates that a weighted service algorithm ( such as weighted round-robin ) is available for allocation of service to individual connections within at least some waiting rooms . It means that a Connection Weight parameter can be attached to a QoS Connection Management message . Not all waiting rooms at all priority levels may be able to support this function . Whether a particular waiting room can support this function will be discovered when a QoS Connection Management message is issued . ,301,2297,field
1001932,Q,Q : Weighted QoS Classes Bit 1 of the Scheduler Flags field   if set   indicates that a weighted service algorithm ( such as weighted round-robin ) is available for allocation of service to QoS classes within at least some waiting rooms . It means that a QoS Class Weight parameter can be attached to a QoS Class Establishment message . Not all waiting rooms at all priority levels may be able to support this function . Whether a particular waiting room can support this function will be discovered when a QoS Class Establishment message is issued . ,231,2297,field
1001933,S,S : Shared Waiting Room Bit 2 of the Scheduler Flags field   if set   indicates that multiple QoS classes and multiple connections may be scheduled within a single waiting room . This is expected to be the normal case . If Bit 2 of the Scheduler Flags field is zero   it indicates that only a single QoS class or a single connection may be directed to any single waiting room . ,240,2297,field
1001934,G,G : Global Max Classes Bit 3 of the Scheduler Flags field   if set   indicates that the Max Classes field gives the maximum number of QoS classes that may be supported by the entire switch . If zero   it indicates that the Max Classes field gives the maximum number of QoS classes that may be supported by this switch port . ,210,2297,field
1001935,D,D : Packet Discard Bit 4 of the Scheduler Flags field   if set   indicates that the scheduler on this output port is capable of packet discard . Packet discard indicates a discard algorithm that is aware of AAL-5 packet boundaries and attempts to discard whole packets . No specific algorithm is indicated though Early Packet Discard ( EPD ) is likely to be the most common . Other algorithms such as " push from front " schemes   dynamic threshold   or Random Early Detection ( RED ) are also examples of possible packet discard algorithms . The only parameters available to the packet discard algorithm   via GSMP   are the Size and Discard Threshold of the waiting room . ,210,2297,field
1001936,F,F : Frame-Based Scheduling Bit 5 of the Scheduler Flags field   if set   indicates that the scheduler on this output port is capable of frame-based scheduling . In frame-based scheduling   a connection is only scheduled for transmission when a complete AAL-5 packet is available . When a connection is scheduled for transmission   all cells belonging to one or more complete packets from that connection will be transmitted without being interleaved with any other cells on that output port ( regardless of their priority ). Frame-based scheduling is a property of the waiting room and is requested in the Scheduler Establishment message . A QoS class may be routed through a waiting room configured with frame-based scheduling . In this case each component connection of the QoS class will receive frame based scheduling . For correct distribution of bandwidth   each QoS class that requires frame-based scheduling should have its own waiting room . ,210,2297,field
1001937,M,M : VC Merging Bit 6 of the Scheduler Flags field   if set   indicates that the scheduler on this output port is capable of VC merging by a mechanism other than frame-based scheduling . VC merging indicates that the switch is capable of the multipoint-to-point merging of two or more incoming virtual connections onto a single outgoing virtual connection without interleaving cells from different AAL-5 packets that bear the same VPI/VCI . VC merging differs from frame - based scheduling in that cells with a different VPI/VCI may be interleaved with those of a multipoint-to-point VC merging connection . Thus   higher priority cells may be interleaved during the transmission of a packet on a lower priority VC merging connection . Most switches achieve VC merging by using frame-based scheduling . VC merging is a property of the waiting room and is requested in the ,210,2297,field
1001938,B,B : Shared Buffer Bit 7 of the Scheduler Flags field   if set   indicates that at least some of the buffer space specified by the Max Buffer field is shared with other ports . If zero   it indicates that the buffer space specified by the Max Buffer field is not shared with other ports . ,210,2297,field
1001939,I,I : Identical Ports Bit 8 of the Scheduler Flags field   if set   indicates that all ports of the switch have identical QoS capabilities . If this bit is set the controller does not have to request the QoS configuration of each port individually as all ports have the same capability . ,231,2297,field
1001940,x,x : Bits 9--15 of the Scheduler Flags field are not used . ,500,2297,field
1001941,Regulator Flags,C : Connection Policing Bit 0 of the Regulator Flags field indicates that this input port supports the policing of individual incoming connections . The parameters for the policer are specified in the QoS Connection Management message when the connection is established . ,301,2297,field
1001942,C,C : Connection Policing Bit 0 of the Regulator Flags field indicates that this input port supports the policing of individual incoming connections . The parameters for the policer are specified in the QoS Connection Management message when the connection is established . ,301,2297,field
1001943,Q,Q : QoS Class Policing If bit 1 of the Regulator Flags field is set   a policer function is available to police each QoS class on output from the classifier . The parameters for this policer are specified in the QoS Class Establishment message . If this bit is zero   no policer function is available to police a QoS class . ,301,2297,field
1001944,P,P : If bit 4 of the Regulator Flags field is set   the regulator is able to support the policing function . ,210,2297,field
1001945,S,S : If bit 5 of the Regulator Flags field is set   the regulator is able to support the shaping function on all priority levels of the scheduler . ,301,2297,field
1001946,H,H : If bit 5 of the Regulator Flags field is zero and bit 6 is set   the regulator is able to support the shaping function but only on the highest priority level of the scheduler . All connections and QoS classes using this regulator must be routed to a waiting room at the highest priority level of the scheduler . ,210,2297,field
1001947,M,M : QoS Multicast If bit 7 of the Regulator Flags field is set   any point - to-multipoint connection arriving on this input port   with QoS parameters established by the GSMP Quality of Service messages   must use the same QoS parameters for all output branches . ,400,2297,field
1001948,x,x : Bits 8--15 of the Regulator Flags field are not used . ,500,2297,field
1001949,Excess Capabilities,Excess Capabilities ,301,2297,field
1001950,D,D : If bit 0 of the Excess Capabilities field is set   the policer function of the regulator is able to support discard . ,210,2297,field
1001951,T,T : If bit 1 of the Excess Capabilities field is set   the policer function of the regulator is able to support tagging . ,210,2297,field
1001952,S,S : If bit 2 of the Excess Capabilities field is set   the policer function of the regulator is able to support differentiated scheduling . ,210,2297,field
1001953,A,A : If bit 3 of the Excess Capabilities field is set   the shaper function of the regulator is able to support tagging . ,210,2297,field
1001954,B,B : If bit 4 of the Excess Capabilities field is set   the shaper function of the regulator is able to support differentiated scheduling . ,210,2297,field
1001955,x,Hi Sharing Lo Sharing Defines a range of priority levels that support weighted sharing . Each priority level in the range Lo Sharing to Hi Sharing inclusive   supports weighted sharing . A priority level that supports weighted sharing offers a weighted sharing algorithm ( for example   weighted round-robin ) between waiting rooms within that priority level . This permits the output link bandwidth available at that priority level   to be shared between the waiting rooms allocated to that priority level   according to the Net Weight parameter of each waiting room . The value 0xFF for both parameters indicates that this output port does not support weighted sharing in any priority level . ,231,2297,field
1001956,B,A Net Weight of zero indicates equal sharing between all waiting rooms sharing this priority level that request a Net Weight of zero . While a 16-bit field is used to specify the Net Weight it is understood that the accuracy of the bandwidth sharing is hardware dependent and is not specified . ,231,2297,field
1001957,Flags,D : Packet Discard Bit 0 of the Flags field   if set   indicates that packet discard is required on all connections and QoS classes routed through this waiting room . ,210,2297,field
1001958,D,D : Packet Discard Bit 0 of the Flags field   if set   indicates that packet discard is required on all connections and QoS classes routed through this waiting room . ,210,2297,field
1001959,F,F : Frame-Based Scheduling Bit 1 of the Flags field   if set   indicates that frame - based scheduling is required on all connections and QoS classes routed through this waiting room . In frame-based scheduling   a connection is only scheduled for transmission when a complete AAL-5 packet is available . When a connection is scheduled for transmission   all cells belonging to one or more complete packets from that connection will be transmitted without being interleaved with any other cells on that output port . A QoS class may be routed through a waiting room configured with frame - based scheduling . In this case each component connection of the QoS class will receive frame based scheduling . For correct distribution of bandwidth   each QoS class that requires frame-based scheduling should have its own waiting room . ,210,2297,field
1001960,M,M : VC Merging Bit 2 of the Scheduler Flags field   if set   indicates that VC merging is required on all connections and QoS classes routed through this waiting room . VC merging enables the multipoint-to-point merging of two or more incoming virtual connections onto a single outgoing virtual connection   without interleaving cells from different AAL-5 packets that bear the same VPI/VCI . VC merging differs from frame - based scheduling in that cells with a different VPI/VCI may be interleaved with those of a multipoint-to-point VC merging connection . Most switches achieve VC merging by ,301,2297,field
1001961,W,W : Weighted Scheduling Bit 3 of the Flags field   if set   indicates that weighted scheduling is required on all connections and QoS classes routed through this waiting room . All connections and QoS classes routed through this waiting room will require a Connection Weight or a QoS Class Weight respectively . The Connection Weight is specified in the QoS Connection Management message . The QoS Class Weight is specified in the QoS Class Establishment message . If weighted scheduling within this waiting room is unavailable   a failure response message must be returned indicating   " Weighted scheduling within this waiting room is unavailable ." ,301,2297,field
1001962,x,Priority Specifies the priority level in the scheduler to which the waiting room should be attached . Priorities are numbered from zero   with priority level zero being the highest priority . ,231,2297,field
1001963,Excess Action,T : Tagging If bit 0 of the Excess Action field is set   all cells transferred to the waiting room specified by the Excess Scheduler Id will have their CLP bit set . If bit 0 of the Excess Action field is zero   the CLP bit of cells transferred to the waiting room specified by the Excess Scheduler Id will remain unchanged . ,210,2297,field
1001964,T,T : Tagging If bit 0 of the Excess Action field is set   all cells transferred to the waiting room specified by the Excess Scheduler Id will have their CLP bit set . If bit 0 of the Excess Action field is zero   the CLP bit of cells transferred to the waiting room specified by the Excess Scheduler Id will remain unchanged . ,210,2297,field
1001965,D,D : Discard This function is only available if policing is selected as the regulator function . If the Regulator field specifies Policing   and bit 1 of the Excess Action field is set   all cells determined by the policer to be in excess of the traffic parameters must be discarded . In this case the Excess Scheduler Id is not used and bit 0 of the Excess Action field should be ignored . ,210,2297,field
1001966,S,S : Differentiated Scheduling This function operates differently according to whether policing or shaping is selected as the regulator function . ,231,2297,field
1001967,x,QoS Class Weight If bit 1 of the Scheduler Flags field of the QoS Configuration message indicates that weighted service may be applied to a QoS class   the QoS Class Weight parameter specifies the share of the bandwidth available to the waiting room that should be given to this QoS class . ,231,2297,field
1001968,B,A QoS Class Weight of zero indicates equal sharing between all QoS classes sharing this waiting room that request a QoS Class Weight of zero . While a 16-bit field is used to specify the QoS Class Weight it is understood that the accuracy of the bandwidth sharing is hardware dependent and is not specified . ,231,2297,field
1001969,Q,Q : QoS Profile Flag The QoS Profile flag is not used in the QoS Connection Management message . ,231,2297,field
1001970,B,A Connection Weight of zero indicates equal sharing between all connections in this waiting room that request a Connection Weight of zero . While a 16-bit field is used to specify the Connection Weight it is understood that the accuracy of the bandwidth sharing is hardware dependent and is not specified . ,231,2297,field
1001971,S,S : Selective Discard If the Selective Discard flag is set   only cells with the Cell Loss Priority ( CLP ) bit set will be subject to the discard mechanism when the number of cells in the waiting room exceeds the Discard Threshold . If the Selective Discard flag is zero   all cells ( CLP=0 and CLP=1 ) will be subject to the discard mechanism when the number of cells in the waiting room exceeds the Discard Threshold . Selective discard can be combined with packet discard . In this case only packets in which at least one cell has the CLP bit set will be subject to the discard mechanism . ,210,2297,field
1001972,A,A : All Branches For a QoS Connection Management message that specifies a point-to-multipoint connection   if the All Branches flag is set   all branches of the point-to-multipoint connection must be set to the QoS parameters specified in the message . If the All Branches flag is zero   only the single output branch specified in the message should be set to the QoS parameters specified in the message . For a QoS Connection Management message that specifies a point-to-point connection   the All Branches flag is not used . ,230,2297,field
1001973,x,Excess Scheduler Id For connections of style " QoS Connection " and " QoS Class Connection  " the Excess Scheduler Id points to the waiting room   on the output port specified by the Output Port field   to which all excess traffic should be routed . The values 0 -- 255 specify the default settings for the scheduler . Each of the default values maps directly to one of the scheduler priority levels . An Excess Scheduler Id in the range 0 -- 255 may be used without first being established by a Scheduler Establishment message . All ,230,2297,field
1001974,Flags,C : Configuration If the Configuration flag is set   the policer should be set to the All Cells configuration . If the Configuration flag is zero   the policer should be set to the CLP Selective configuration . ,210,2297,field
1001975,C,C : Configuration If the Configuration flag is set   the policer should be set to the All Cells configuration . If the Configuration flag is zero   the policer should be set to the CLP Selective configuration . ,210,2297,field
1001976,A,A : Action If the Action flag is zero   discard is required as the policing action . If the Action flag is set   tagging is required as the policing action . ,210,2297,field
1001977,x,Regulator Parameters Only connections of style " QoS Connection " require the Regulator Parameters to be specified in the QoS Connection Management message . For connections of style " QoS Class Connection " and " QoS Class Member " the Regulator Parameters are specified in the QoS Class Establishment message . ,231,2297,field
1001978,A,A The Sender Instance in the incoming message matches the value stored from a previous message by the " Update Peer Verifier " operation . ,301,2297,field
1001979,B,B The Sender Instance   Sender Port   and Sender Name fields in the incoming message match the values stored from a previous message by the " Update Peer Verifier " operation . ,240,2297,field
1001980,C,C The Receiver Instance   Receiver Port   and Receiver Name fields in the incoming message match the values of the Sender Instance   Sender Port   and Sender Name currently sent in outgoing SYN   SYNACK   and ACK messages . ,240,2297,field
1001981,C,This document and translations of it may be copied and furnished to others   and derivative works that comment on or otherwise explain it or assist in its implementation may be prepared   copied   published and distributed   in whole or in part   without restriction of any kind   provided that the above copyright notice and this paragraph are included on all such copies and derivative works . However   this document itself may not be modified in any way   such as by removing the copyright notice or references to the Internet Society or other Internet organizations   except as needed for the purpose of developing Internet standards in which case the procedures for copyrights defined in the Internet Standards process must be followed   or as required to translate it into languages other than English . ,302,2297,field
1001982,Type,Type Packet name Protocol function __________________________________________________________ 1 Hello Discover/maintain neighbors 2 Database Description Summarize database contents 3 Link State Request Database download 4 Link State Update Database update 5 Link State Ack Flooding acknowledgment ,240,2328,field
1001983,AuType,AuType and Authentication Each OSPF packet exchange is authenticated . Authentication types are assigned by the protocol and are documented in Appendix D . A different authentication procedure can be used for each IP network/subnet . Autype indicates the type of authentication procedure in use . The 64-bit authentication field is then for use by the chosen authentication procedure . This procedure should be the last called when forming the packet to be sent . See Section D.4 for details . ,231,2328,field
1001984,Type,Type Packet name detailed section ( transmit ) _________________________________________________________ 1 Hello Section 9.5 2 Database description Section 10.8 3 Link state request Section 10.9 4 Link state update Section 13.3 5 Link state ack Section 13.5 ,240,2328,field
1001985,Type,Type Packet name detailed section ( receive ) ________________________________________________________ 1 Hello Section 10.5 2 Database description Section 10.6 3 Link state request Section 10.7 4 Link state update Section 13 5 Link state ack Section 13.7 ,240,2328,field
1001986,Type,Type Dest Area Path Type Cost Next Adv . Hop(s ) Router(s ) ____________________________________________________________ N N1 0 intra-area 10 RT3 * N N2 0 intra-area 10 RT3 * N N3 0 intra-area 7 RT3 * N N4 0 intra-area 8 RT3 * N Ib 0 intra-area 7 * * N Ia 0 intra-area 12 RT10 * N N6 0 intra-area 8 RT10 * N N7 0 intra-area 12 RT10 * N N8 0 intra-area 10 RT10 * N N9 0 intra-area 11 RT10 * N N10 0 intra-area 13 RT10 * N N11 0 intra-area 14 RT10 * N H1 0 intra-area 21 RT10 * R RT5 0 intra-area 6 RT5 * R RT7 0 intra-area 8 RT10 * ____________________________________________________________ N N12 * type 1 ext . 10 RT10 RT7 N N13 * type 1 ext . 14 RT5 RT5 N N14 * type 1 ext . 14 RT5 RT5 N N15 * type 1 ext . 17 RT10 RT7 ,240,2328,field
